issue_key,summary,status,resolution,priority,project,components,labels,environment,product,team,root_cause_extracted,fix_applied_extracted,workaround_extracted,key_findings,error_signature,fix_pattern,defect_type,failure_area,quality_score,is_fixed,is_cancelled,created,resolved
HCBS-94945,HBS | Richmond Demo | Putty session is getting timeout,Triaged,,None,HCBS,Forge Connect,DigitalOpsReview,,PSJIRA,Sharky,,,,,timeout; timed out,Performance,performance issue,Forge Connect | PSJIRA | Sharky,0.41,False,False,2026-03-25,
HCBS-94875,"False service case generation|FS Sharm El Sheikh & BBET-Tower D,Tower H | ZD 362375|369786",More Information Needed,,Medium,HCBS,Feature: Service Cases,DigiOpsReview; DigitalOpsReview; Digitized_Maintenance; HBS_L3_Support; META,,PSJIRA,,No rule function developed by AOC to remove sparks from SkySpark server; service case received despite no fault in SkySpark.,added the details in the description.,,Restart did not resolve the issue; Spark is missing from SkySpark.,mismatch,Logic Correction,performance issue,Feature: Service Cases | PSJIRA,0.92,False,False,2026-03-19,
HCBS-94874,Hamdan Bin Mohammed Smart University | Energy Cost details Dashboard not loading.,Fixed,Fixed,High,HCBS,predictive maintenance,HBS_L3_Support,,PSJIRA,Titan,Energy Cost Analysis metric calculation was stuck due to a duplicate blended tariff.,Duplicate blended tariff was addressed to allow metric calculation to progress.,This needs to be manually cleaned up in metric telemetry.,,not loading; duplicate,UI-Frontend,data issue,predictive maintenance | PSJIRA | Titan,1.0,True,False,2026-03-18,2026-05-04
HCBS-94865,UAE DC | FORGE Dashboard Loading Issue - Redirecting | ZD 365312,Fixed,Fixed,High,HCBS,predictive maintenance,Drop3; HBS_L3_Support,,PSJIRA,Phoenix,"Cookie consent banner was configured for a specific domain, causing refresh issues.",Issue resolved with confirmation from the META team.,,,,Config-Environment,configuration issue,predictive maintenance | PSJIRA | Phoenix,0.94,True,False,2026-03-18,2026-03-26
HCBS-94831,Emaar Malls PJSC | Zabeel Expansion | Remove Service Cases From Dashboard,Fixed,Fixed,None,HCBS,Feature: Service Cases,META,,PSJIRA,,,,,,mismatch; failure,UI-Frontend,integration issue,Feature: Service Cases | PSJIRA,0.49,True,False,2026-03-17,2026-03-30
HCBS-94768,HBS-Multiple customers: Darlington College Blended tariff value is duplicated multiple times,Fixed,Fixed,High,HCBS,Feature: KPI Metric,DigiOpsReview; HBS_L3_Support,,PSJIRA,Titan,Blended tariff value was duplicated across multiple sites.,,,"Issue affected multiple sites, including Salalah Airport.",duplicate,Config-Environment,data issue,Feature: KPI Metric | PSJIRA | Titan,0.82,True,False,2026-03-16,2026-04-08
HCBS-94767,Dubai Studio City | incorrectly showing NA in ZOOTR dashboard,Fixed,Fixed,Medium,HCBS,Feature: Zone Out of Range Temperature,HBS_L3_Support; META; ZOOTR,,PSJIRA,Spark,"Setpoint did not have a zone tag in SkySpark, leading to incorrect comfort values in the ZOOTR dashboard.","Zone tag was updated for the setpoint, resolving the issue.",,,,UI-Frontend,functional bug,Feature: Zone Out of Range Temperature | PSJIRA | Spark,0.94,True,False,2026-03-16,2026-04-10
HCBS-94760,Deploy Forge Value Impact for Honeywell PL41| ZD 354668,Fixed,Fixed,Medium,HCBS,predictive maintenance,DigitalOps; Digitized_Maintenance,,PSJIRA,Titan,Admin portal call failed due to incorrect customer ID format with curly braces in the org table.,Curly braces were removed from the customer ID in the org table.,,,,Config-Environment,functional bug,predictive maintenance | PSJIRA | Titan,0.94,True,False,2026-03-13,2026-04-14
HCBS-94759,UK Custs: Eastbrook Facilities / LBC Lea Manor / Marble Arch Place | Wrong Currency in VIS (ZD 345498 & 369096),More Information Needed,,None,HCBS,Feature: Forge Value Impact,DigitalOpsReview,,PSJIRA,Sharky,,"Updated the USD to GBP, Admin portal stage",SRE assistance needed to delete invalid metrics.,Metrics for removed assets had incorrect units and required deletion.,,UI-Frontend,environment issue,Feature: Forge Value Impact | PSJIRA | Sharky,0.68,False,False,2026-03-13,
HCBS-94758,Repsol Campus - EU DC | Services cases not generating | ZD 357066 |,Fixed,Fixed,Medium,HCBS,Feature: Service Cases,ServiceCase,,PSJIRA,Spark,Authorization errors due to incorrect customer ID format in the org table.,"Curly braces were removed from the customer ID, resolving the issue.","Hi [user], can you please check with your team if anyone manually updated this record in the org table?",,,Access-Authorization,access issue,Feature: Service Cases | PSJIRA | Spark,0.94,True,False,2026-03-13,2026-04-09
HCBS-94677,HBS-Singapore Asia Square Tower 2: ROI is running only for max 250 sites,Fixed,Fixed,High,HCBS,Feature: Rules Summary,DigiOpsReview; HBS_L3_Support; NoFF; latent_hammer,,PSJIRA,Hammer,,,,ROI was limited to processing a maximum of 250 sites.,,Data Sync-Integration,access issue,Feature: Rules Summary | PSJIRA | Hammer,0.58,True,False,2026-03-12,2026-03-18
HCBS-94647,Forge to NP deep link Issue | ZD 362341,Fixed,Fixed,Medium,HCBS,predictive maintenance,DigiOps; DigitalOps; Digitized_Maintenance; Nanoprecise,,PSJIRA,Spark,Incorrect GUIDs in a new Excel template caused duplicate entries in the TTL file.,"Existing template was used, and URLs were updated carefully.",,,duplicate,UI-Frontend,data issue,predictive maintenance | PSJIRA | Spark,1.0,True,False,2026-03-10,2026-05-15
HCBS-94645,UAE and US DC: All Sites: PDM Portfolio Page failed to load,Fixed,Fixed,High,HCBS,Feature: Insight Builder,META; NoFF; regression_frontend; regression_hammer,,PSJIRA,Hammer,Incompatibility between spogApp versions caused PDM to fail to load.,Rolled back spogApp version to match the production version.,,,failed; not loading; TypeError,Deployment/Version,functional bug,Feature: Insight Builder | PSJIRA | Hammer,1.0,True,False,2026-03-10,2026-03-11
HCBS-94533,St Vincents Hospital - Service Case Not Getting Generated When the Fault is detected,Fixed,Fixed,Medium,HCBS,predictive maintenance,,,PSJIRA,Spark,Service case was not created due to an open service case for the same fault in the internal store but not in the service case store.,Pls check whether this resolved the issue?,We suspect the service case was manually removed from the service case store but not from the reference tables.,Mismatch between internal store and service case store caused the issue.,,Logic Correction,configuration issue,predictive maintenance | PSJIRA | Spark,0.94,True,False,2026-03-03,2026-04-14
HCBS-94491,UNSW | C29 | Publish To SS Failing (ZD 359814),Fixed,Fixed,Urgent,HCBS,Feature:  CB Admin Portal,Onboarding_Blocker,,PSJIRA,Spark,SS publish failed due to an asset having a null asset type property.,Null asset type property was identified and fixed using an EOM asset query or a null check fix in a specific WebJob version.,Seems like this entry is added manually (we can delete it).,Zones with null asset types were categorized under Miscellaneous in SS.,500; failure; 500 Internal Server Error; UndeclaredThrowableException; 500 error; failed,Data Sync-Integration,integration issue,Feature:  CB Admin Portal | PSJIRA | Spark,1.0,True,False,2026-02-25,2026-03-12
HCBS-94487,HBS-ALL AI Service Case Insights Customer: AI Insights Causes Broken Navigation When closing service cases,Fixed,Fixed,Medium,HCBS,Feature: Service Cases,DigiOpsReview; HBS_L3_Support,,PSJIRA,Phoenix,,,,Similar issue with AI insights causing dashboard crashes was reported in a non-prod environment earlier.,,UI-Frontend,environment issue,Feature: Service Cases | PSJIRA | Phoenix,0.58,True,False,2026-02-25,2026-02-27
HCBS-94476,HBS-Singapore Asia Square Tower-2: ROI Maintenance Cost analysis calculation failed to process for this site,Fixed,Fixed,High,HCBS,Feature: Rules Summary,DigiOpsReview; HBS_L3_Support; NoFF; backend; latent_hammer,,PSJIRA,Hammer,The query was failing due to hitting the 50000 elastic page limit.,Scroll functionality was implemented to handle large datasets.,,Issue can only be tested on a site with a large dataset.,failed; Failure,Data Sync-Integration,integration issue,Feature: Rules Summary | PSJIRA | Hammer,1.0,True,False,2026-02-24,2026-03-02
HCBS-94235,HCBS | Smart Triage | AI Insights showing 'No Data Available',Verified,Fixed,Medium,HCBS,Feature: Service Cases,DigiOpsReview,,PSJIRA,Case Crunchers,Scientific notation was being used for some CB sites when downloading CSV locally.,Tenant was onboarded in US production for testing.,,Steps for SRE/Digiops to handle CSV onboarding need documentation.,530,Config-Environment,access issue,Feature: Service Cases | PSJIRA | Case Crunchers,1.0,True,False,2026-02-17,2026-06-24
HCBS-94226,HCBS | CSM AOC Product Defect Insight Builder HeatMap widget binary point change,Fixed,Fixed,Medium,HCBS,Feature: Insight Builder,Digitized_Maintenance; Drop3; HBS_L3_Support; NoFF; frontend; regression_frontend; regression_hammer,,PSJIRA,Hammer,Performance issue identified with the Heatmap widget when refreshing and interacting with the chart.,Issue was verified and fixed in the staging environment.,,The Heatmap widget required a refresh to display data correctly.,,UI-Frontend,configuration issue,Feature: Insight Builder | PSJIRA | Hammer,0.94,True,False,2026-02-16,2026-03-16
HCBS-94014,UoW & GW | Closed SCs With Root Cause That Should Be Excluded from Calc Are Coming (back) To Detailed ROI dashboards (ZD 354484),Fixed,Fixed,Urgent,HCBS,Feature: Service Cases,latent_hammer,,PSJIRA,Hammer,Service cases with 'No Fault Found' were not being ignored during recalculations after cleanup.,Queries were run to ensure service cases were returned correctly from the findAPI requests.,,Code changes were required to ensure proper handling of service cases.,,UI-Frontend,configuration issue,Feature: Service Cases | PSJIRA | Hammer,0.94,True,False,2026-02-11,2026-02-18
HCBS-94006,UAE DC: BBET: Tower J - SFDC Service case number not getting generated,Fixed,Fixed,Medium,HCBS,Feature: Service Cases,META,,PSJIRA,Titan,API calls were failing due to expired secrets.,"Secrets were updated, and AOC confirmed the issue was resolved.",,Expired secrets caused the API calls to fail.,,External Dependency,integration issue,Feature: Service Cases | PSJIRA | Titan,0.94,True,False,2026-02-10,2026-02-13
HCBS-94004,UAE DC: BBET: Tower J : Energy Targets Import Error - Budget Vs Cost,Fixed,Fixed,High,HCBS,predictive maintenance,META,,PSJIRA,Titan,,"User:61098135627b560068123a39 secrets were expired hence api calls were failing, have updated secrets , can you recheck and confirm",,,,Access-Authorization,functional bug,predictive maintenance | PSJIRA | Titan,0.76,True,False,2026-02-10,2026-02-17
HCBS-93991,SmartTriage FeatureEngineering task to consider only SmartTriage enabled tenants,Fixed,Fixed,High,HCBS,predictive maintenance,,,PSJIRA,Case Crunchers,Feature engineering task was failing due to multiple CB site IDs for a single EOM site ID.,"The issue was fixed, and old and new jobs were tested successfully in staging.",,The smart triaging code only processes records where smart triage is set to true.,,Job-Workflow-Pipeline,environment issue,predictive maintenance | PSJIRA | Case Crunchers,0.94,True,False,2026-02-06,2026-04-14
HCBS-93875,UAE DC: All Customer: Spatial Hierarchy Template Download failing,Fixed,Fixed,High,HCBS,predictive maintenance,,,PSJIRA,Titan,,"SIT testing was completed, and the issue was resolved, allowing the Spatial Hierarchy Template to be downloaded.",,The issue was resolved after testing in both existing and new sites.,Failed,Access-Authorization,functional bug,predictive maintenance | PSJIRA | Titan,0.82,True,False,2026-01-28,2026-02-02
HCBS-93859,PDM - Asset Health Defect - UI- New Recommendation,Fixed,Fixed,Medium,HCBS,predictive maintenance,Drop3; HBS_L3_Support,,PSJIRA,Phoenix,Deployment issue caused the feature to malfunction.,"The deployment was redone, and the issue was verified as resolved.",,The issue was related to deployment and resolved after redeployment.,,Deployment/Version,environment issue,predictive maintenance | PSJIRA | Phoenix,0.94,True,False,2026-01-23,2026-04-08
HCBS-93820,UK01-Bracknell | AR Onboarding Error in BACS Flow (ZD 348445),Fixed,Fixed,Medium,HCBS,Feature: Asset Reliability,DigitalOpsReview,,PSJIRA,Spark,Uncertainty about whether AR (NanoPrecise) qualifications were met.,Successfully onboarded 4 customers across EU and US environments using both legacy and new flows.,"Since this site has not been fully migrated, please proceed with the old flow for now.","No issues were reported after onboarding, and the ticket was closed.",,Config-Environment,functional bug,Feature: Asset Reliability | PSJIRA | Spark,0.94,True,False,2026-01-22,2026-02-27
HCBS-93769,CSM: Product Defect: Asset Reliability - Honeywell Portal for Nanoprecise Does Not Function Correctly (ZD 343325),Fixed,Fixed,Medium,HCBS,Feature: Asset Reliability,,,PSJIRA,Spark,Facility ID was incorrectly entered as 'c27' instead of 'c25' in the database.,The service case and database data were corrected with assistance from the SRE team.,"Normally, the script inserts the facility ID into the database, but since this site has not yet migrated to BACS, the SRE team performs the insert manually.",Incorrect facility ID in the database caused the issue.,missing,UI-Frontend,functional bug,Feature: Asset Reliability | PSJIRA | Spark,1.0,True,False,2026-01-20,2026-02-02
HCBS-93748,Queensway Carleton Hospital: Smart prioritization and Fault status seems not working properly,Fixed,Fixed,High,HCBS,predictive maintenance,NoFF,,PSJIRA,Quest,Fault 'last active' status was not being updated correctly.,"The issue was verified in staging, and the fault 'last active' status was updated properly.",,The fault 'last active' status was initially showing outdated information.,,UI-Frontend,functional bug,predictive maintenance | PSJIRA | Quest,0.94,True,False,2026-01-19,2026-04-06
HCBS-93601,Fault data is not populating in Kafka in both US prod and eu prod since 18th December,Fixed,Fixed,High,HCBS,predictive maintenance,,,PSJIRA,Case Crunchers,"Service case and fault data were coming in the same Kafka topic, causing issues with the pipeline design.",A fix was deployed in production across all regions to update the Kafka topic configuration.,,The pipeline was designed to handle both service case and fault data in the same Kafka topic.,not populating,Config-Environment,configuration issue,predictive maintenance | PSJIRA | Case Crunchers,1.0,True,False,2026-01-07,2026-02-06
